gene	unique	total
ENSMUSG00000042189	1649	1649
ENSMUSG00000018217	2250	2250
ENSMUSG00000085532	635	635
ENSMUSG00000083052	134	134
ENSMUSG00000081600	393	903
ENSMUSG00000085113	3171	3171
ENSMUSG00000082256	608	608
ENSMUSG00000083142	1183	1183
ENSMUSG00000081455	171	537
ENSMUSG00000070407	4510	4812
ENSMUSG00000042148	2938	2938
ENSMUSG00000086359	973	973
ENSMUSG00000084884	2136	2136
ENSMUSG00000087497	1056	1056
ENSMUSG00000087622	2013	2013
ENSMUSG00000095224	1399	1399
ENSMUSG00000047759	3538	3840
ENSMUSG00000080430	47	47
ENSMUSG00000081756	113	212
ENSMUSG00000086490	2334	2334
ENSMUSG00000020549	3853	3853
ENSMUSG00000033389	5913	5913
ENSMUSG00000083935	391	391
ENSMUSG00000076394	0	0
ENSMUSG00000020548	1016	1016
ENSMUSG00000082857	491	491
ENSMUSG00000020542	6474	6474
ENSMUSG00000085162	3495	3495
ENSMUSG00000065104	11	11
ENSMUSG00000033352	4955	4955
ENSMUSG00000076460	1	1
ENSMUSG00000018347	2288	2288
ENSMUSG00000056752	16135	16135
ENSMUSG00000084967	3121	3121
ENSMUSG00000053930	7443	7443
ENSMUSG00000080978	880	880
ENSMUSG00000072834	632	632
ENSMUSG00000048070	4101	4101
ENSMUSG00000085683	1515	1515
ENSMUSG00000085926	2228	2228
ENSMUSG00000050270	1669	1669
ENSMUSG00000020910	2133	2133
ENSMUSG00000069844	4117	4117
ENSMUSG00000020908	5935	6003
ENSMUSG00000098855	0	0
ENSMUSG00000087410	2909	2909
ENSMUSG00000033196	6489	7038
ENSMUSG00000085479	2052	2074
ENSMUSG00000056328	5715	6297
ENSMUSG00000085348	1898	1920
ENSMUSG00000057003	5689	5917
ENSMUSG00000055775	11437	11837
ENSMUSG00000060180	5896	6102
ENSMUSG00000084567	214	214
ENSMUSG00000033066	11322	11322
ENSMUSG00000087058	424	424
ENSMUSG00000049928	5808	5808
ENSMUSG00000020907	941	941
ENSMUSG00000097886	1116	1116
ENSMUSG00000033044	1923	1923
ENSMUSG00000020905	4834	4834
ENSMUSG00000055134	4473	4473
ENSMUSG00000020904	2416	2416
ENSMUSG00000020903	6965	6965
ENSMUSG00000082266	574	574
ENSMUSG00000089599	27	27
ENSMUSG00000083924	286	286
ENSMUSG00000087242	3318	3318
ENSMUSG00000020902	6176	6176
ENSMUSG00000099174	21	21
ENSMUSG00000084993	308	308
ENSMUSG00000020901	5641	5641
ENSMUSG00000046207	3806	3806
ENSMUSG00000048329	1961	1961
ENSMUSG00000085937	1236	1236
ENSMUSG00000045915	1480	1480
ENSMUSG00000020900	10674	10697
ENSMUSG00000018736	3244	3244
ENSMUSG00000046490	3364	3364
ENSMUSG00000060938	1378	1535
ENSMUSG00000088910	4	4
ENSMUSG00000032921	1453	1453
ENSMUSG00000052921	6630	6630
ENSMUSG00000018740	3705	3705
ENSMUSG00000032892	1220	1486
ENSMUSG00000020899	8247	8264
ENSMUSG00000092727	6	6
ENSMUSG00000084522	0	0
ENSMUSG00000020898	7339	7339
ENSMUSG00000020897	3338	3338
ENSMUSG00000072809	2667	2667
ENSMUSG00000045176	1763	1763
ENSMUSG00000020895	1758	1758
ENSMUSG00000064899	36	36
ENSMUSG00000084069	72	72
ENSMUSG00000088787	2	2
ENSMUSG00000020894	3901	3901
ENSMUSG00000020893	5824	5824
ENSMUSG00000097386	1482	1482
ENSMUSG00000023781	1710	1710
ENSMUSG00000020892	6621	6621
ENSMUSG00000032807	2332	2332
ENSMUSG00000020891	3681	3681
ENSMUSG00000020890	9289	9289
ENSMUSG00000089438	6	6
ENSMUSG00000087003	284	284
ENSMUSG00000032782	6797	6797
ENSMUSG00000049299	1213	1213
ENSMUSG00000018470	2761	2761
ENSMUSG00000086900	467	467
ENSMUSG00000043419	2080	2080
ENSMUSG00000018474	8782	8782
ENSMUSG00000087881	45	45
ENSMUSG00000044795	1264	1599
ENSMUSG00000059278	918	918
ENSMUSG00000045377	1483	1483
ENSMUSG00000018476	6855	6855
ENSMUSG00000085178	741	741
ENSMUSG00000005237	15347	15347
ENSMUSG00000086591	760	760
ENSMUSG00000098432	0	0
ENSMUSG00000003934	3084	3084
ENSMUSG00000041346	2061	2061
ENSMUSG00000059552	4400	4407
ENSMUSG00000041329	4376	4376
ENSMUSG00000005202	1503	1503
ENSMUSG00000069835	1427	1427
ENSMUSG00000083485	290	290
ENSMUSG00000083300	83	83
ENSMUSG00000018765	3661	3661
ENSMUSG00000080573	21	21
ENSMUSG00000041287	762	762
ENSMUSG00000018761	2764	2764
ENSMUSG00000088752	0	0
ENSMUSG00000018774	1296	1296
ENSMUSG00000059796	3789	4897
ENSMUSG00000065862	0	44
ENSMUSG00000089542	45	45
ENSMUSG00000084708	0	45
ENSMUSG00000005204	3574	3619
ENSMUSG00000085890	1106	1106
ENSMUSG00000018752	905	2426
ENSMUSG00000089669	749	1636
ENSMUSG00000097328	779	1413
ENSMUSG00000081333	491	491
ENSMUSG00000005198	7255	7255
ENSMUSG00000018776	1519	1519
ENSMUSG00000018750	8496	8496
ENSMUSG00000041189	2606	2606
ENSMUSG00000042826	3140	3140
ENSMUSG00000089876	1834	1834
ENSMUSG00000109737	3809	3809
ENSMUSG00000044084	1541	1541
ENSMUSG00000041165	942	942
ENSMUSG00000051790	5778	5778
ENSMUSG00000070394	1319	1319
ENSMUSG00000019461	3061	3061
ENSMUSG00000001583	3422	3422
ENSMUSG00000094845	432	432
ENSMUSG00000046731	3047	3047
ENSMUSG00000001588	5196	5196
ENSMUSG00000104996	0	0
ENSMUSG00000018570	3085	3085
ENSMUSG00000047284	6636	6636
ENSMUSG00000023170	1634	1634
ENSMUSG00000078812	2807	2825
ENSMUSG00000018554	1822	1822
ENSMUSG00000018566	3890	3890
ENSMUSG00000084251	393	393
ENSMUSG00000018569	2027	2027
ENSMUSG00000018565	2611	2611
ENSMUSG00000105100	24	24
ENSMUSG00000018559	2245	2245
ENSMUSG00000018567	1935	1935
ENSMUSG00000018572	3480	3480
ENSMUSG00000020888	6384	6384
ENSMUSG00000018574	2984	2984
ENSMUSG00000065534	0	0
ENSMUSG00000020886	13808	13808
ENSMUSG00000020884	1588	1588
ENSMUSG00000040963	1608	1608
ENSMUSG00000081515	275	275
ENSMUSG00000040950	2214	2305
ENSMUSG00000000318	3360	3451
ENSMUSG00000040938	3423	3423
ENSMUSG00000044367	2666	2666
ENSMUSG00000000317	3713	3713
ENSMUSG00000070109	26	26
ENSMUSG00000105220	0	0
ENSMUSG00000065411	0	0
ENSMUSG00000020831	1788	2542
ENSMUSG00000040904	438	1692
ENSMUSG00000093989	382	882
ENSMUSG00000000320	3986	3986
ENSMUSG00000018907	3006	3006
ENSMUSG00000018924	2353	2353
ENSMUSG00000082145	511	545
ENSMUSG00000018921	3462	3462
ENSMUSG00000082370	322	322
ENSMUSG00000080814	439	439
ENSMUSG00000060216	3343	3343
ENSMUSG00000099109	0	0
ENSMUSG00000018923	1138	1138
ENSMUSG00000018920	3197	3197
ENSMUSG00000040829	5080	5080
ENSMUSG00000018919	1023	1023
ENSMUSG00000020830	573	573
ENSMUSG00000081690	220	220
ENSMUSG00000046811	1189	1189
ENSMUSG00000018286	1961	1961
ENSMUSG00000109833	138	138
ENSMUSG00000072768	477	477
ENSMUSG00000020828	6337	6337
ENSMUSG00000020827	6976	6976
ENSMUSG00000086976	307	307
ENSMUSG00000014609	1817	1817
ENSMUSG00000087279	1152	1152
ENSMUSG00000085952	812	812
ENSMUSG00000050675	2672	2672
ENSMUSG00000014606	2293	2293
ENSMUSG00000040746	4238	4238
ENSMUSG00000018293	2501	2501
ENSMUSG00000087523	258	258
ENSMUSG00000060600	1858	1858
ENSMUSG00000018287	1672	1672
ENSMUSG00000040712	5579	5579
ENSMUSG00000057054	1751	1751
ENSMUSG00000020821	7523	7523
ENSMUSG00000105932	0	0
ENSMUSG00000085502	1083	1083
ENSMUSG00000082983	174	174
ENSMUSG00000076232	0	0
ENSMUSG00000043602	1962	1962
ENSMUSG00000057135	1077	1077
ENSMUSG00000020817	7455	7455
ENSMUSG00000093858	2039	2039
ENSMUSG00000081968	319	375
ENSMUSG00000084139	212	290
ENSMUSG00000040667	9139	9139
ENSMUSG00000018449	3191	3191
ENSMUSG00000018446	2820	2820
ENSMUSG00000040620	10811	11021
ENSMUSG00000065246	7	7
ENSMUSG00000018442	8525	8525
ENSMUSG00000040599	3383	3383
ENSMUSG00000018451	1395	1395
ENSMUSG00000083171	705	705
ENSMUSG00000082098	147	147
ENSMUSG00000069830	4353	4356
ENSMUSG00000070390	6293	6296
ENSMUSG00000094154	35	35
ENSMUSG00000092528	3358	3358
ENSMUSG00000096455	35	35
ENSMUSG00000085230	254	254
ENSMUSG00000072753	3938	3938
ENSMUSG00000111450	1617	1617
ENSMUSG00000087116	3654	3654
ENSMUSG00000111373	1147	1147
ENSMUSG00000085659	221	221
ENSMUSG00000085251	640	640
ENSMUSG00000020811	4183	4183
ENSMUSG00000077456	32	32
ENSMUSG00000085528	688	688
ENSMUSG00000080577	4	4
ENSMUSG00000040554	3251	3251
ENSMUSG00000020808	2517	2517
ENSMUSG00000040543	9904	9904
ENSMUSG00000020807	6001	6001
ENSMUSG00000107877	2790	2790
ENSMUSG00000020803	1225	1225
ENSMUSG00000020801	1628	1628
ENSMUSG00000053574	3311	3311
ENSMUSG00000020805	5318	5318
ENSMUSG00000086951	1799	1799
ENSMUSG00000084599	17	17
ENSMUSG00000040483	4878	4878
ENSMUSG00000070388	1609	1609
ENSMUSG00000088747	172	172
ENSMUSG00000020799	1522	1522
ENSMUSG00000098658	10	10
ENSMUSG00000045667	3812	3812
ENSMUSG00000040471	1913	1913
ENSMUSG00000040463	6284	6284
ENSMUSG00000040447	4339	4339
ENSMUSG00000020798	5504	5504
ENSMUSG00000081675	458	702
ENSMUSG00000020794	4576	4576
ENSMUSG00000064567	46	46
ENSMUSG00000092725	0	0
ENSMUSG00000020790	11356	11426
ENSMUSG00000057778	5118	5118
ENSMUSG00000055670	16736	16736
ENSMUSG00000089224	93	93
ENSMUSG00000084329	1658	1821
ENSMUSG00000065298	63	63
ENSMUSG00000105756	0	0
ENSMUSG00000020788	5471	5471
ENSMUSG00000020787	2619	2619
ENSMUSG00000086943	2487	2487
ENSMUSG00000020785	3825	3825
ENSMUSG00000020783	17238	17238
ENSMUSG00000005947	4481	4481
ENSMUSG00000050107	2711	2711
ENSMUSG00000005950	2475	2475
ENSMUSG00000047260	1378	1378
ENSMUSG00000040158	2801	3077
ENSMUSG00000005949	3582	3582
ENSMUSG00000005951	2982	2982
ENSMUSG00000082405	120	120
ENSMUSG00000005952	3775	3775
ENSMUSG00000043029	5736	5736
ENSMUSG00000020774	5912	5912
ENSMUSG00000112920	249	1175
ENSMUSG00000069825	97	3101
ENSMUSG00000062128	216	2294
ENSMUSG00000063881	3314	3341
ENSMUSG00000069824	1013	1037
ENSMUSG00000108577	288	288
ENSMUSG00000069823	3460	3460
ENSMUSG00000086278	2656	2680
ENSMUSG00000108673	0	0
ENSMUSG00000055971	1383	1409
ENSMUSG00000084387	835	835
ENSMUSG00000072709	1688	1715
ENSMUSG00000108742	0	0
ENSMUSG00000072708	2757	2757
ENSMUSG00000095312	840	840
ENSMUSG00000081961	836	836
ENSMUSG00000095095	1572	1572
ENSMUSG00000060335	2422	2477
ENSMUSG00000082338	1069	1069
ENSMUSG00000061246	1414	1414
ENSMUSG00000060630	3904	3904
ENSMUSG00000108598	152	152
ENSMUSG00000080781	2030	2030
ENSMUSG00000088811	8	8
ENSMUSG00000081552	98	98
ENSMUSG00000070383	3585	3585
ENSMUSG00000069818	3888	3888
ENSMUSG00000070382	1978	1981
ENSMUSG00000061984	3902	3902
ENSMUSG00000081698	908	908
ENSMUSG00000094488	3854	3949
ENSMUSG00000108735	0	0
ENSMUSG00000056921	5625	5625
ENSMUSG00000108707	0	0
ENSMUSG00000062186	4176	4176
ENSMUSG00000108605	1576	1576
ENSMUSG00000069816	2428	2428
ENSMUSG00000079875	1102	1138
ENSMUSG00000057050	4176	4176
ENSMUSG00000049041	5345	5345
ENSMUSG00000047444	1477	1477
ENSMUSG00000043692	1697	1697
ENSMUSG00000069476	4997	4997
ENSMUSG00000081932	477	523
ENSMUSG00000081162	856	856
ENSMUSG00000070380	2128	2128
ENSMUSG00000070379	3480	3500
ENSMUSG00000070378	3113	3530
ENSMUSG00000070377	1782	2199
ENSMUSG00000083188	873	873
ENSMUSG00000081864	1449	1449
ENSMUSG00000070375	2721	2927
ENSMUSG00000081498	767	767
ENSMUSG00000070374	3426	3498
ENSMUSG00000082378	757	842
ENSMUSG00000083886	738	872
ENSMUSG00000070178	20	20
ENSMUSG00000083299	823	823
ENSMUSG00000063116	5069	5089
ENSMUSG00000054406	2578	2578
ENSMUSG00000058275	1687	1687
ENSMUSG00000038807	7352	7352
ENSMUSG00000093164	121	155
ENSMUSG00000069814	3903	3903
ENSMUSG00000020741	6917	6917
ENSMUSG00000020745	9712	9712
ENSMUSG00000088889	8	8
ENSMUSG00000081252	69	69
ENSMUSG00000010554	14068	14068
ENSMUSG00000000282	4620	4620
ENSMUSG00000038351	6974	6974
ENSMUSG00000098317	0	0
ENSMUSG00000038335	4110	4168
ENSMUSG00000077493	0	0
ENSMUSG00000077637	0	0
ENSMUSG00000001323	5112	5112
ENSMUSG00000038290	8445	8445
ENSMUSG00000088719	0	0
ENSMUSG00000101295	623	623
ENSMUSG00000085765	2555	2555
ENSMUSG00000085738	205	228
ENSMUSG00000082481	263	301
ENSMUSG00000043099	3650	3650
ENSMUSG00000085609	764	764
ENSMUSG00000065590	0	0
ENSMUSG00000065537	0	0
ENSMUSG00000038268	1797	2667
ENSMUSG00000078789	2106	2976
ENSMUSG00000045287	3426	3426
ENSMUSG00000000751	5672	5672
ENSMUSG00000106179	22	22
ENSMUSG00000018809	4326	4326
ENSMUSG00000000753	2600	2600
ENSMUSG00000085359	223	223
ENSMUSG00000084224	301	301
ENSMUSG00000038224	2318	2318
ENSMUSG00000045374	7035	7035
ENSMUSG00000085148	1717	1825
ENSMUSG00000038217	1907	2015
ENSMUSG00000065529	0	0
ENSMUSG00000020850	7523	7523
ENSMUSG00000038195	1554	1554
ENSMUSG00000038188	2982	2982
ENSMUSG00000109715	2696	2696
ENSMUSG00000038178	10232	10232
ENSMUSG00000093100	0	0
ENSMUSG00000017781	4317	4317
ENSMUSG00000085088	1183	1183
ENSMUSG00000081485	0	93
ENSMUSG00000006127	6167	6167
ENSMUSG00000017774	6577	6577
ENSMUSG00000017776	4912	4912
ENSMUSG00000020849	2561	2561
ENSMUSG00000097051	1469	1469
ENSMUSG00000020848	4262	4262
ENSMUSG00000087059	843	843
ENSMUSG00000020847	3743	3743
ENSMUSG00000087322	262	262
ENSMUSG00000053783	822	822
ENSMUSG00000020846	3413	3413
ENSMUSG00000017288	6020	6071
ENSMUSG00000017286	2838	6143
ENSMUSG00000080701	363	363
ENSMUSG00000069808	6609	6609
ENSMUSG00000049396	322	3576
ENSMUSG00000038057	482	482
ENSMUSG00000038046	1835	1835
ENSMUSG00000020844	3140	3140
ENSMUSG00000020843	3236	3236
ENSMUSG00000017631	9807	9807
ENSMUSG00000080763	404	404
ENSMUSG00000024205	170	212
ENSMUSG00000097147	2396	2396
ENSMUSG00000044243	1108	1108
ENSMUSG00000046275	3203	3203
ENSMUSG00000010392	4236	4236
ENSMUSG00000020841	8230	8230
ENSMUSG00000020839	1478	1478
ENSMUSG00000020840	6160	6160
ENSMUSG00000088913	51	51
ENSMUSG00000020838	4584	4584
ENSMUSG00000087398	315	315
ENSMUSG00000037958	3529	3529
ENSMUSG00000077639	22	22
ENSMUSG00000065518	10	10
ENSMUSG00000050944	5261	5261
ENSMUSG00000082550	198	230
ENSMUSG00000102038	595	799
ENSMUSG00000109010	0	0
ENSMUSG00000037926	18611	18611
ENSMUSG00000077649	0	0
ENSMUSG00000083899	875	2156
ENSMUSG00000020836	3284	3284
ENSMUSG00000037907	4319	4319
ENSMUSG00000097165	983	983
ENSMUSG00000011877	5054	5054
ENSMUSG00000044328	2160	2160
ENSMUSG00000000686	3002	3002
ENSMUSG00000072673	1633	1633
ENSMUSG00000017291	12321	12321
ENSMUSG00000081451	809	849
ENSMUSG00000082646	81	81
ENSMUSG00000081543	668	668
ENSMUSG00000077442	33	33
ENSMUSG00000037857	5788	5788
ENSMUSG00000000724	1495	1495
ENSMUSG00000081924	511	511
ENSMUSG00000000631	17190	17190
ENSMUSG00000069804	2196	2196
ENSMUSG00000017453	2439	2439
ENSMUSG00000055045	3315	3315
ENSMUSG00000000632	6265	6265
ENSMUSG00000037791	5196	5196
ENSMUSG00000087050	2330	2330
ENSMUSG00000020834	2061	2061
ENSMUSG00000061981	2832	2832
ENSMUSG00000065401	0	0
ENSMUSG00000104813	0	0
ENSMUSG00000070065	0	0
ENSMUSG00000020832	2264	2264
ENSMUSG00000037750	3490	3490
ENSMUSG00000060727	144	144
ENSMUSG00000017386	3386	3386
ENSMUSG00000017405	5852	5852
ENSMUSG00000019437	5349	5349
ENSMUSG00000099101	0	0
ENSMUSG00000058546	440	809
ENSMUSG00000064540	0	0
ENSMUSG00000077625	0	0
ENSMUSG00000065676	0	0
ENSMUSG00000002059	2657	2664
ENSMUSG00000044122	2081	2081
ENSMUSG00000002052	7093	7093
ENSMUSG00000002064	1510	1510
ENSMUSG00000010277	9147	9147
ENSMUSG00000086586	52	52
ENSMUSG00000037593	4571	4571
ENSMUSG00000087295	322	322
ENSMUSG00000002055	5996	5996
ENSMUSG00000017390	3410	3410
ENSMUSG00000041958	2402	2402
ENSMUSG00000002058	2596	2596
ENSMUSG00000002057	3115	3115
ENSMUSG00000085747	3528	3528
ENSMUSG00000001095	2313	2313
ENSMUSG00000086380	342	342
ENSMUSG00000020829	3173	3173
ENSMUSG00000050132	5721	5721
ENSMUSG00000017344	2123	2123
ENSMUSG00000001103	1338	1338
ENSMUSG00000051232	1895	1895
ENSMUSG00000001100	3924	3924
ENSMUSG00000017615	3779	3779
ENSMUSG00000001105	1709	1709
ENSMUSG00000037278	1100	1276
ENSMUSG00000083176	183	183
ENSMUSG00000089184	0	0
ENSMUSG00000017376	5471	5471
ENSMUSG00000080180	865	865
ENSMUSG00000082110	217	296
ENSMUSG00000085115	740	740
ENSMUSG00000049489	1125	1125
ENSMUSG00000080600	0	0
ENSMUSG00000088748	0	0
ENSMUSG00000072640	8153	8153
ENSMUSG00000020826	4308	4308
ENSMUSG00000001123	2232	2232
ENSMUSG00000018334	7094	7094
ENSMUSG00000085941	602	602
ENSMUSG00000081000	349	349
ENSMUSG00000017677	4269	4269
ENSMUSG00000108822	1036	1036
ENSMUSG00000055072	606	629
ENSMUSG00000020716	16281	16281
ENSMUSG00000082304	875	875
ENSMUSG00000082529	408	408
ENSMUSG00000091523	943	943
ENSMUSG00000049612	2129	2129
ENSMUSG00000070354	1768	3845
ENSMUSG00000093938	25	1759
ENSMUSG00000078771	2140	2483
ENSMUSG00000017639	7349	7349
ENSMUSG00000064486	5	5
ENSMUSG00000087434	2088	2088
ENSMUSG00000088879	4	4
ENSMUSG00000077574	9	9
ENSMUSG00000086569	767	767
ENSMUSG00000084969	332	332
ENSMUSG00000065395	0	0
ENSMUSG00000065489	13	13
ENSMUSG00000086474	1311	1311
ENSMUSG00000065283	33	33
ENSMUSG00000083395	642	642
ENSMUSG00000082252	48	48
ENSMUSG00000035575	4414	4414
ENSMUSG00000017548	5130	5130
ENSMUSG00000097335	3437	3437
ENSMUSG00000017561	4602	4602
ENSMUSG00000017550	7554	7554
ENSMUSG00000046909	1578	1578
ENSMUSG00000020709	1782	1782
ENSMUSG00000086507	885	885
ENSMUSG00000020707	2040	2040
ENSMUSG00000017686	7561	7561
ENSMUSG00000017692	4692	4692
ENSMUSG00000057181	4937	4937
ENSMUSG00000017421	7139	7139
ENSMUSG00000017428	7289	7462
ENSMUSG00000048895	4161	4161
ENSMUSG00000035441	6366	6366
ENSMUSG00000085078	696	696
ENSMUSG00000035413	1534	1534
ENSMUSG00000081663	315	315
ENSMUSG00000086703	1053	1053
ENSMUSG00000053184	949	949
ENSMUSG00000020704	4163	4163
ENSMUSG00000082027	764	764
ENSMUSG00000085130	821	821
ENSMUSG00000086971	503	503
ENSMUSG00000080980	720	720
ENSMUSG00000087534	527	527
ENSMUSG00000020703	4449	4449
ENSMUSG00000109297	663	663
ENSMUSG00000084996	584	584
ENSMUSG00000092157	0	0
ENSMUSG00000035385	1138	1138
ENSMUSG00000035373	702	702
ENSMUSG00000020676	983	983
ENSMUSG00000035352	534	534
ENSMUSG00000009185	412	412
ENSMUSG00000020702	2368	2368
ENSMUSG00000113710	4446	4446
ENSMUSG00000020701	4688	4688
ENSMUSG00000065201	8	8
ENSMUSG00000069796	2121	2121
ENSMUSG00000020698	1869	1869
ENSMUSG00000083203	195	195
ENSMUSG00000083371	1004	1004
ENSMUSG00000081828	303	303
ENSMUSG00000046010	1492	1492
ENSMUSG00000085175	884	884
ENSMUSG00000020697	7645	7645
ENSMUSG00000020696	6008	6008
ENSMUSG00000018841	4093	4093
ENSMUSG00000018844	2067	2067
ENSMUSG00000020692	3500	3500
ENSMUSG00000018845	4491	4491
ENSMUSG00000086058	1207	1207
ENSMUSG00000086327	926	926
ENSMUSG00000054404	6281	6296
ENSMUSG00000082726	730	730
ENSMUSG00000111857	1171	1171
ENSMUSG00000069793	5742	5963
ENSMUSG00000098840	0	0
ENSMUSG00000035208	4139	4284
ENSMUSG00000082419	174	399
ENSMUSG00000072621	3246	3522
ENSMUSG00000098995	0	0
ENSMUSG00000110908	433	433
ENSMUSG00000072620	1563	1565
ENSMUSG00000111713	564	618
ENSMUSG00000111016	259	259
ENSMUSG00000078763	1765	1765
ENSMUSG00000111344	262	262
ENSMUSG00000111168	0	0
ENSMUSG00000111480	0	0
ENSMUSG00000110941	0	0
ENSMUSG00000111152	0	0
ENSMUSG00000000204	4049	4060
ENSMUSG00000018986	3287	3386
ENSMUSG00000087107	2879	3271
ENSMUSG00000083161	2657	3151
ENSMUSG00000064856	0	92
ENSMUSG00000082101	3607	3607
ENSMUSG00000093483	891	891
ENSMUSG00000065715	0	0
ENSMUSG00000018733	3936	3936
ENSMUSG00000035152	8843	8843
ENSMUSG00000077217	33	33
ENSMUSG00000020684	4005	4005
ENSMUSG00000020686	2600	2600
ENSMUSG00000035085	1046	1046
ENSMUSG00000020682	4063	4063
ENSMUSG00000020680	3002	3002
ENSMUSG00000018925	1776	1776
ENSMUSG00000065307	8	8
ENSMUSG00000035042	859	859
ENSMUSG00000019122	2946	2946
ENSMUSG00000051832	2717	2717
ENSMUSG00000018927	1693	1693
ENSMUSG00000081906	477	477
ENSMUSG00000000982	667	667
ENSMUSG00000018930	561	561
ENSMUSG00000083664	129	129
ENSMUSG00000083932	90	90
ENSMUSG00000081449	132	132
ENSMUSG00000080927	118	118
ENSMUSG00000083163	45	45
ENSMUSG00000069792	434	434
ENSMUSG00000000983	1319	1319
ENSMUSG00000051748	335	335
ENSMUSG00000000976	6610	6610
ENSMUSG00000088631	11	11
ENSMUSG00000081342	530	530
ENSMUSG00000085235	2937	2937
ENSMUSG00000084666	209	209
ENSMUSG00000020679	3185	3185
ENSMUSG00000020677	3283	3283
ENSMUSG00000034940	9258	9343
ENSMUSG00000018648	1841	1841
ENSMUSG00000018651	2971	2971
ENSMUSG00000020532	13180	17278
ENSMUSG00000051452	1140	1140
ENSMUSG00000103122	2219	2219
ENSMUSG00000018697	2767	2767
ENSMUSG00000018698	4075	4075
ENSMUSG00000087211	774	774
ENSMUSG00000085044	285	285
ENSMUSG00000087407	329	329
ENSMUSG00000018405	2764	2764
ENSMUSG00000034449	1601	1601
ENSMUSG00000086799	656	656
ENSMUSG00000020530	5227	5227
ENSMUSG00000045140	2633	2633
ENSMUSG00000020527	7401	7401
ENSMUSG00000092644	0	0
ENSMUSG00000020526	2327	2327
ENSMUSG00000000805	2060	2060
ENSMUSG00000000804	7964	7964
ENSMUSG00000082917	428	428
ENSMUSG00000083876	310	310
ENSMUSG00000082806	569	569
ENSMUSG00000065011	8	8
ENSMUSG00000018479	992	992
ENSMUSG00000018481	6364	6364
ENSMUSG00000080791	356	359
ENSMUSG00000085628	884	884
ENSMUSG00000088136	199	199
ENSMUSG00000020525	3074	3074
ENSMUSG00000059439	6618	6618
ENSMUSG00000087779	48	48
ENSMUSG00000086199	3536	3536
ENSMUSG00000093278	0	0
ENSMUSG00000085514	562	562
ENSMUSG00000089508	17	17
ENSMUSG00000087013	2472	2472
ENSMUSG00000000093	3527	3527
ENSMUSG00000069785	476	476
ENSMUSG00000000094	3299	3299
ENSMUSG00000081632	380	380
ENSMUSG00000034329	7410	7410
ENSMUSG00000080823	187	215
ENSMUSG00000085208	6399	6399
ENSMUSG00000018068	11051	11051
ENSMUSG00000034297	10754	10754
ENSMUSG00000088230	4	4
ENSMUSG00000088091	21	21
ENSMUSG00000064526	7	7
ENSMUSG00000020521	4732	4732
ENSMUSG00000020516	9140	9140
ENSMUSG00000020513	2260	2260
ENSMUSG00000018171	3915	3915
ENSMUSG00000065455	0	0
ENSMUSG00000083992	490	500
ENSMUSG00000072582	3131	3131
ENSMUSG00000047126	8684	8684
ENSMUSG00000018425	4396	4396
ENSMUSG00000018427	4748	4748
ENSMUSG00000088816	32	32
ENSMUSG00000061666	2237	2237
ENSMUSG00000085991	288	288
ENSMUSG00000020495	3214	3214
ENSMUSG00000082507	372	372
ENSMUSG00000020493	3725	3725
ENSMUSG00000020492	3294	3323
ENSMUSG00000065589	0	0
ENSMUSG00000085310	1168	1168
ENSMUSG00000018548	7311	7311
ENSMUSG00000046442	6603	6603
ENSMUSG00000080976	173	173
ENSMUSG00000088001	7	7
ENSMUSG00000007646	4471	4480
ENSMUSG00000010342	5074	5074
ENSMUSG00000095969	0	65
ENSMUSG00000096205	0	65
ENSMUSG00000105025	0	116
ENSMUSG00000098943	0	117
ENSMUSG00000088184	8	8
ENSMUSG00000104856	0	116
ENSMUSG00000099291	0	117
ENSMUSG00000098641	0	116
ENSMUSG00000104896	0	117
ENSMUSG00000083894	400	400
ENSMUSG00000098925	0	116
ENSMUSG00000105115	0	117
ENSMUSG00000090107	1873	1873
ENSMUSG00000020486	4575	4575
ENSMUSG00000018401	6368	6368
ENSMUSG00000070345	4059	4059
ENSMUSG00000034177	6647	6647
ENSMUSG00000087792	1	1
ENSMUSG00000085972	875	875
ENSMUSG00000020485	970	1040
ENSMUSG00000084796	170	170
ENSMUSG00000065420	16	16
ENSMUSG00000105196	0	0
ENSMUSG00000034156	10112	10112
ENSMUSG00000009350	3588	3588
ENSMUSG00000085872	638	638
ENSMUSG00000009356	3033	3033
ENSMUSG00000034121	4138	4138
ENSMUSG00000052234	2637	2637
ENSMUSG00000093839	5448	5597
ENSMUSG00000093920	1973	2122
ENSMUSG00000060787	2504	2504
ENSMUSG00000083135	74	74
ENSMUSG00000044639	313	313
ENSMUSG00000020483	2822	2822
ENSMUSG00000086193	341	341
ENSMUSG00000096983	1100	1100
ENSMUSG00000018379	6094	6094
ENSMUSG00000087373	1332	1332
ENSMUSG00000018377	4601	4601
ENSMUSG00000018378	5772	5772
ENSMUSG00000023723	1691	1691
ENSMUSG00000108634	1810	1810
ENSMUSG00000034031	1105	1105
ENSMUSG00000081304	226	226
ENSMUSG00000069769	10397	10397
ENSMUSG00000092985	0	0
ENSMUSG00000085246	1460	1460
ENSMUSG00000084411	248	248
ENSMUSG00000087574	4278	4278
ENSMUSG00000085646	467	467
ENSMUSG00000018428	4578	4578
ENSMUSG00000092399	935	935
ENSMUSG00000065012	8	8
ENSMUSG00000087338	712	712
ENSMUSG00000000278	1998	1998
